ID Item Inventaire;Item;Category;Type TVA;Lettre Fiscale;Taux de TVA en %;InventoryQty;UsageQty;BuyingCost;Conditionnement;Unité inventaire;Unité usage;Code Fournisseur;Fournisseur
10021;CHARIOT MOP DOUBLE;PROD & MAT ENTRETIEN;TVA 17% (ii);;17.000000;1.000000;1.000000;55.400000;PIECE;PIECE;PIECE;1542;BIDVEST
10020;PRESSE MOP;PROD & MAT ENTRETIEN;TVA 17% (ii);;17.000000;1.000000;1.000000;27.650000;PIECE;PIECE;PIECE;1541;BIDVEST
10010;BALAI VER.;PROD & MAT ENTRETIEN;TVA 17% (ii);;17.000000;1.000000;1.000000;14.020000;PIECE;PIECE;PIECE;338;BIDVEST
10009;BROSSE WC + SUPPORT;PROD & MAT ENTRETIEN;TVA 17% (ii);;17.000000;1.000000;1.000000;1.410000;PIECE;PIECE;PIECE;288;BIDVEST
10007;PINCE MOP;PROD & MAT ENTRETIEN;TVA 17% (ii);;17.000000;1.000000;1.000000;2.400000;PIECE;PIECE;PIECE;272;BIDVEST
10175;KAY ACTIGEL MAINS;PROD & MAT ENTRETIEN;TVA 17% (ii);;17.000000;6.000000;80.000000;27.290000;COLIS;PIECE;CENTILITRE;6170;BIDVEST
10034;SEAU VER. 6L;PROD & MAT ENTRETIEN;TVA 17% (ii);;17.000000;1.000000;1.000000;3.870000;PIECE;PIECE;PIECE;2292;BIDVEST
10033;BROSSE VER. RONDE;PROD & MAT ENTRETIEN;TVA 17% (ii);;17.000000;1.000000;1.000000;6.070000;PIECE;PIECE;PIECE;2290;BIDVEST
10032;BROSSE VER. MURS;PROD & MAT ENTRETIEN;TVA 17% (ii);;17.000000;1.000000;1.000000;19.890000;PIECE;PIECE;PIECE;2289;BIDVEST
10031;BROSSE VER. FRIT.;PROD & MAT ENTRETIEN;TVA 17% (ii);;17.000000;1.000000;1.000000;6.320000;PIECE;PIECE;PIECE;2288;BIDVEST
10030;BROSSE VER. A MAIN;PROD & MAT ENTRETIEN;TVA 17% (ii);;17.000000;1.000000;1.000000;4.510000;PIECE;PIECE;PIECE;2287;BIDVEST
10186;KAY MATCH UP FLOOR;PROD & MAT ENTRETIEN;TVA 17% (ii);;17.000000;6.000000;1.000000;38.730000;COLIS;PIECE;LITRE;6184;BIDVEST
10183;KAY MAT.UP MULTISUR;PROD & MAT ENTRETIEN;TVA 17% (ii);;17.000000;6.000000;1.000000;30.090000;COLIS;PIECE;PIECE;6181;BIDVEST
10182;KAY ABSORBANT;PROD & MAT ENTRETIEN;TVA 17% (ii);;17.000000;1.000000;1.000000;30.910000;COLIS;PIECE;PIECE;6180;BIDVEST
10180;KAY DRY WASHMACHINE;PROD & MAT ENTRETIEN;TVA 17% (ii);;17.000000;2.000000;5.000000;65.740000;COLIS;PIECE;LITRE;6175;BIDVEST
10179;KAY DRIVE DEGREASER;PROD & MAT ENTRETIEN;TVA 17% (ii);;17.000000;4.000000;4.000000;31.350000;COLIS;PIECE;LITRE;6174;BIDVEST
10176;KAY CAPIT. DEGREASER;PROD & MAT ENTRETIEN;TVA 17% (ii);;17.000000;1.000000;10.000000;25.450000;COLIS;PIECE;LITRE;6171;BIDVEST
10231;KAY EPICARE 5;PROD & MAT ENTRETIEN;TVA 17% (ii);;17.000000;3.000000;5.000000;63.740000;COLIS;PIECE;LITRE;7339;BIDVEST
10197;KAY HANDCREAM;PROD & MAT ENTRETIEN;TVA 17% (ii);;17.000000;6.000000;80.000000;44.540000;COLIS;PIECE;CENTILITRE;6205;BIDVEST
10196;KAY FREEZER CLEAN.;PROD & MAT ENTRETIEN;TVA 17% (ii);;17.000000;2.000000;5.000000;52.010000;COLIS;PIECE;LITRE;6204;BIDVEST
10193;KAY CHLORINE;PROD & MAT ENTRETIEN;TVA 17% (ii);;17.000000;2.000000;1.000000;9.850000;COLIS;PIECE;PIECE;6199;BIDVEST
10191;KAY SPRAY ;PROD & MAT ENTRETIEN;TVA 17% (ii);;17.000000;1.000000;1.000000;41.010000;COLIS;PIECE;PIECE;6192;BIDVEST
10187;KAY DETARTRANT;PROD & MAT ENTRETIEN;TVA 17% (ii);;17.000000;48.000000;56.700000;18.020000;COLIS;PIECE;GRAMME;6187;BIDVEST
10245;KAY HAND DISP.POUCH;PROD & MAT ENTRETIEN;TVA 17% (ii);;17.000000;1.000000;1.000000;10.410000;COLIS;PIECE;PIECE;7493;BIDVEST
10236;KAY BTL MULTI SURFAC;PROD & MAT ENTRETIEN;TVA 17% (ii);;17.000000;3.000000;1.000000;7.750000;COLIS;PIECE;PIECE;7346;BIDVEST
10235;KAY WRITE AWAY GRAF;PROD & MAT ENTRETIEN;TVA 17% (ii);;17.000000;4.000000;45.000000;29.240000;COLIS;PIECE;CENTILITRE;7345;BIDVEST
10234;KAY SPRAY BTL SANIT;PROD & MAT ENTRETIEN;TVA 17% (ii);;17.000000;3.000000;1.000000;7.750000;COLIS;PIECE;PIECE;7344;BIDVEST
10233;KAY MATCH UP GUN;PROD & MAT ENTRETIEN;TVA 17% (ii);;17.000000;1.000000;1.000000;30.030000;COLIS;PIECE;PIECE;7343;BIDVEST
10232;KAY HAND DISP. BULK;PROD & MAT ENTRETIEN;TVA 17% (ii);;17.000000;1.000000;1.000000;21.060000;COLIS;PIECE;PIECE;7342;BIDVEST
10605;KAY GRILL PAD HOLDER;PROD & MAT ENTRETIEN;TVA 17% (ii);;17.000000;1.000000;1.000000;16.930000;PIECE;PIECE;PIECE;9535;BIDVEST
10604;KAY 5 ;PROD & MAT ENTRETIEN;TVA 17% (ii);;17.000000;200.000000;1.000000;31.730000;COLIS;PIECE;PIECE;6178;BIDVEST
10603;KAY DESGUARD 20;PROD & MAT ENTRETIEN;TVA 17% (ii);;17.000000;2.000000;1.000000;43.420000;COLIS;PIECE;PIECE;9533;BIDVEST
10602;KAY HI TEMP GRILL CL;PROD & MAT ENTRETIEN;TVA 17% (ii);;17.000000;92.000000;1.000000;90.980000;COLIS;PIECE;PIECE;9534;BIDVEST
10327;KAY LING. DESINFECT.;PROD & MAT ENTRETIEN;TVA 17% (ii);;17.000000;200.000000;1.000000;6.830000;COLIS;PIECE;PIECE;8598;BIDVEST
10326;KAY WIPE DISPENSER;PROD & MAT ENTRETIEN;TVA 17% (ii);;17.000000;1.000000;1.000000;0.010000;COLIS;PIECE;PIECE;8597;BIDVEST
10828;KAY TRUMP XL SPEC;PROD & MAT ENTRETIEN;TVA 17% (ii);;17.000000;4.000000;5.000000;73.930000;COLIS;BIDON;LITRE;7920;BIDVEST
10780;TABLIER BLANCS;PROD & MAT ENTRETIEN;TVA 17% (ii);;17.000000;5.000000;200.000000;44.030000;COLIS;PILE;PIECE;9527;BIDVEST
10733;ESS-MAINS ECO_12;PROD & MAT ENTRETIEN;TVA 17% (ii);;17.000000;3600.000000;1.000000;17.950000;COLIS;PIECE;PIECE;9709;BIDVEST
10728;SEAU MOP 15L RED;PROD & MAT ENTRETIEN;TVA 17% (ii);;17.000000;1.000000;1.000000;8.110000;PIECE;PIECE;PIECE;9598;BIDVEST
10668;SEAU MOP 15L BLUE;PROD & MAT ENTRETIEN;TVA 17% (ii);;17.000000;1.000000;1.000000;8.110000;PIECE;PIECE;PIECE;9597;BIDVEST
10606;KAY GRILL PAD ;PROD & MAT ENTRETIEN;TVA 17% (ii);;17.000000;10.000000;1.000000;15.430000;COLIS;PIECE;PIECE;9536;BIDVEST
10960;MANCHE 150 BL ERGO;PROD & MAT ENTRETIEN;TVA 17% (ii);;17.000000;1.000000;1.000000;9.390000;PIECE;PIECE;PIECE;9932;BIDVEST
10933;SUPPORT BLE 3 POS;PROD & MAT ENTRETIEN;TVA 17% (ii);;17.000000;1.000000;1.000000;9.310000;COLIS;PIECE;PIECE;9980;BIDVEST
10930;KAY PORTE EPONGES;PROD & MAT ENTRETIEN;TVA 17% (ii);;17.000000;1.000000;1.000000;34.420000;COLIS;PIECE;PIECE;9931;BIDVEST
10882;MANCHE VER BAS MUR;PROD & MAT ENTRETIEN;TVA 17% (ii);;17.000000;1.000000;1.000000;5.220000;PIECE;PIECE;PIECE;2302;BIDVEST
10879;KAY BTRA  ;PROD & MAT ENTRETIEN;TVA 17% (ii);;17.000000;4.000000;47.300000;24.450000;COLIS;PIECE;CENTILITRE;6179;BIDVEST
10876;KAY SPATULE BTRA;PROD & MAT ENTRETIEN;TVA 17% (ii);;17.000000;1.000000;1.000000;53.460000;PIECE;PIECE;PIECE;9930;BIDVEST
10978;BROSSE BL MAIN;PROD & MAT ENTRETIEN;TVA 17% (ii);;17.000000;1.000000;1.000000;4.740000;PIECE;PIECE;PIECE;9976;BIDVEST
10977;PINC. VER PATIS. BLC;PROD & MAT ENTRETIEN;TVA 17% (ii);;17.000000;1.000000;1.000000;1.550000;PIECE;PIECE;PIECE;9971;BIDVEST
10976;RACL.2LAME 40CM VERT;PROD & MAT ENTRETIEN;TVA 17% (ii);;17.000000;1.000000;1.000000;11.910000;PIECE;PIECE;PIECE;9967;BIDVEST
10966;REDUC PRESSE MOP PLA;PROD & MAT ENTRETIEN;TVA 17% (ii);;17.000000;1.000000;1.000000;1.430000;PIECE;PIECE;PIECE;2279;BIDVEST
10962;MANCHE 150 VERT ERGO;PROD & MAT ENTRETIEN;TVA 17% (ii);;17.000000;1.000000;1.000000;9.390000;PIECE;PIECE;PIECE;9977;BIDVEST
10961;MANCHE 150 BLEU ERGO;PROD & MAT ENTRETIEN;TVA 17% (ii);;17.000000;1.000000;1.000000;9.390000;PIECE;PIECE;PIECE;9949;BIDVEST
11017;2LAME RACL 40 CM VE;PROD & MAT ENTRETIEN;TVA 17% (ii);;17.000000;1.000000;1.000000;5.460000;PIECE;PIECE;PIECE;9969;BIDVEST
11016;2LAME RACL 40 CM BL;PROD & MAT ENTRETIEN;TVA 17% (ii);;17.000000;1.000000;1.000000;5.460000;PIECE;PIECE;PIECE;9968;BIDVEST
11015;RAC.2LAME 60 CM BL;PROD & MAT ENTRETIEN;TVA 17% (ii);;17.000000;1.000000;1.000000;14.020000;PIECE;PIECE;PIECE;9966;BIDVEST
11014;RAC.2LAME 40 CM VERT;PROD & MAT ENTRETIEN;TVA 17% (ii);;17.000000;1.000000;1.000000;11.910000;PIECE;PIECE;PIECE;9965;BIDVEST
10980;SEL DENEIG. 25KG_13;PROD & MAT ENTRETIEN;TVA 17% (ii);;17.000000;1.000000;25.000000;4.430000;PIECE;PIECE;KILO;9610;BIDVEST
10979;BROSSE VER. VAIS;PROD & MAT ENTRETIEN;TVA 17% (ii);;17.000000;1.000000;1.000000;1.880000;PIECE;PIECE;PIECE;9979;BIDVEST
11316;2LAME RACL 60CM VERT;PROD & MAT ENTRETIEN;TVA 17% (ii);;17.000000;1.000000;1.000000;7.480000;PIECE;PIECE;PIECE;573;BIDVEST
11169;KAY RESTROOM CLEANER;PROD & MAT ENTRETIEN;TVA 17% (ii);;17.000000;6.000000;100.000000;38.430000;COLIS;PIECE;CENTILITRE;229;BIDVEST
11021;BROSSE UNIV BLEU;PROD & MAT ENTRETIEN;TVA 17% (ii);;17.000000;1.000000;1.000000;9.140000;PIECE;PIECE;PIECE;9974;BIDVEST
11020;BROSSE UNIV VERT;PROD & MAT ENTRETIEN;TVA 17% (ii);;17.000000;1.000000;1.000000;9.140000;PIECE;PIECE;PIECE;9973;BIDVEST
11019;ADAPT UNIV MANCHE;PROD & MAT ENTRETIEN;TVA 17% (ii);;17.000000;1.000000;1.000000;2.800000;PIECE;PIECE;PIECE;9972;BIDVEST
11018;2LAME RACL 60 CM BL;PROD & MAT ENTRETIEN;TVA 17% (ii);;17.000000;1.000000;1.000000;7.480000;PIECE;PIECE;PIECE;9970;BIDVEST
10135;PORTE-OUTIL MOPCAR;PROD & MAT ENTRETIEN;TVA 17% (ii);;17.000000;1.000000;1.000000;5.430000;PIECE;PIECE;PIECE;5387;BIDVEST
10145;TRACEL BLEUE;PROD & MAT ENTRETIEN;TVA 17% (ii);;17.000000;20.000000;50.000000;41.370000;COLIS;SACHET;PIECE;5763;BIDVEST
10146;TRACEL VERTE;PROD & MAT ENTRETIEN;TVA 17% (ii);;17.000000;20.000000;50.000000;41.370000;COLIS;SACHET;PIECE;5764;BIDVEST
10147;TRACEL ROUGE;PROD & MAT ENTRETIEN;TVA 17% (ii);;17.000000;20.000000;50.000000;41.370000;COLIS;SACHET;PIECE;5765;BIDVEST
11294;EAU DISTILLEE 3X5L ;PROD & MAT ENTRETIEN;TVA 17% (ii);;17.000000;3.000000;5.000000;5.520000;COLIS;BIDON;LITRE;489;BIDVEST
11315;RACL.2LAME 60CM VERT;PROD & MAT ENTRETIEN;TVA 17% (ii);;17.000000;1.000000;1.000000;14.020000;PIECE;PIECE;PIECE;572;BIDVEST
10045;SUPPORT MOP PLAT;PROD & MAT ENTRETIEN;TVA 17% (ii);;17.000000;1.000000;1.000000;16.740000;PIECE;PIECE;PIECE;2309;BIDVEST
10044;MOP BLE. PLAT;PROD & MAT ENTRETIEN;TVA 17% (ii);;17.000000;1.000000;1.000000;3.060000;COLIS;PIECE;PIECE;2308;BIDVEST
10041;MOP BLE. 400G;PROD & MAT ENTRETIEN;TVA 17% (ii);;17.000000;1.000000;1.000000;2.530000;PIECE;PIECE;PIECE;2304;BIDVEST
10039;SUPPORT VER. 3 POS;PROD & MAT ENTRETIEN;TVA 17% (ii);;17.000000;1.000000;1.000000;9.310000;PIECE;PIECE;PIECE;2301;BIDVEST
10037;TETE VER. BROSSE BT;PROD & MAT ENTRETIEN;TVA 17% (ii);;17.000000;1.000000;1.000000;5.800000;PIECE;PIECE;PIECE;2298;BIDVEST
10129;VINAIGRE ALCOOL 6%;PROD & MAT ENTRETIEN;TVA 17% (ii);;17.000000;10.000000;100.000000;3.680000;COLIS;LITRE;CENTILITRE;5209;BIDVEST
10054;BROSSE BLAN. EXTER.;PROD & MAT ENTRETIEN;TVA 17% (ii);;17.000000;1.000000;1.000000;13.520000;PIECE;PIECE;PIECE;2325;BIDVEST
10052;MOP BLANC;PROD & MAT ENTRETIEN;TVA 17% (ii);;17.000000;1.000000;1.000000;2.080000;PIECE;PIECE;PIECE;2322;BIDVEST
10049;BALAI BLEU;PROD & MAT ENTRETIEN;TVA 17% (ii);;17.000000;1.000000;1.000000;14.020000;PIECE;PIECE;PIECE;2316;BIDVEST
10048;SEAU BLE. 6L;PROD & MAT ENTRETIEN;TVA 17% (ii);;17.000000;1.000000;1.000000;3.870000;PIECE;PIECE;PIECE;2314;BIDVEST
10047;MANCHE BLE. BAS MUR;PROD & MAT ENTRETIEN;TVA 17% (ii);;17.000000;1.000000;1.000000;5.220000;PIECE;PIECE;PIECE;2313;BIDVEST
10046;BROSSE BLE. RONDE;PROD & MAT ENTRETIEN;TVA 17% (ii);;17.000000;1.000000;1.000000;6.070000;PIECE;PIECE;PIECE;2311;BIDVEST
10069;TIGES BALLONS BLANC;ANNIVERSAIRE;TVA 17% (ii);;17.000000;2.000000;500.000000;21.860000;COLIS;SACHET;PIECE;3902;BIDVEST
10064;EMBOUT GONF. BALLON;ANNIVERSAIRE;TVA 17% (ii);;17.000000;1.000000;1.000000;0.780000;COLIS;PIECE;PIECE;3807;BIDVEST
10105;ANNIF ASSIETTE CART.;ANNIVERSAIRE;TVA 17% (ii);;17.000000;1000.000000;1.000000;35.310000;COLIS;PIECE;PIECE;4747;BIDVEST
10169;ANNIF FR LEAFLET;ANNIVERSAIRE;TVA 17% (ii);;17.000000;250.000000;1.000000;6.772000;COLIS;PIECE;PIECE;5983;BIDVEST
11203;GADG STICKERS FAM Q;ANNIVERSAIRE;TVA 17% (ii);;17.000000;100.000000;1.000000;13.340000;COLIS;PIECE;PIECE;177;BIDVEST
11204;GADG SL. HANG.FAM Q;ANNIVERSAIRE;TVA 17% (ii);;17.000000;100.000000;1.000000;15.750000;COLIS;PIECE;PIECE;178;BIDVEST
11946;16BDY BIRTHDAY BOX ;ANNIVERSAIRE;TVA 17% (ii);;17.000000;100.000000;1.000000;32.510000;COLIS;PIECE;PIECE;1782;BIDVEST
11918;16BDY F.AIDE CMDE FR;ANNIVERSAIRE;TVA 17% (ii);;17.000000;100.000000;1.000000;5.330000;COLIS;PIECE;PIECE;669;BIDVEST
11919;16BDY F.AIDE CMDE NL;ANNIVERSAIRE;TVA 17% (ii);;17.000000;100.000000;1.000000;5.330000;COLIS;PIECE;PIECE;671;BIDVEST
11920;16BDY LEAFL REV LUX;ANNIVERSAIRE;TVA 17% (ii);;17.000000;125.000000;1.000000;4.160000;COLIS;PIECE;PIECE;646;BIDVEST
11921;16BDY CLASSEUR FR;ANNIVERSAIRE;TVA 17% (ii);;17.000000;1.000000;1.000000;0.010000;COLIS;PIECE;PIECE;679;BIDVEST
11943;16BDY FICHE DIDA FR;ANNIVERSAIRE;TVA 17% (ii);;17.000000;8.000000;1.000000;13.850000;COLIS;PIECE;PIECE;1401;BIDVEST
11944;16BDY FICHE DIDA NL;ANNIVERSAIRE;TVA 17% (ii);;17.000000;8.000000;1.000000;13.850000;COLIS;PIECE;PIECE;1402;BIDVEST
11838;16BDY POCK P HERO FR;ANNIVERSAIRE;TVA 17% (ii);;17.000000;10.000000;1.000000;4.980000;COLIS;PIECE;PIECE;617;BIDVEST
11913;16BDY MAP NL ;ANNIVERSAIRE;TVA 17% (ii);;17.000000;1.000000;1.000000;0.010000;COLIS;PIECE;PIECE;680;BIDVEST
11914;16BDY PLANNING FR ;ANNIVERSAIRE;TVA 17% (ii);;17.000000;50.000000;1.000000;3.610000;COLIS;PIECE;PIECE;660;BIDVEST
11915;16BDY PLANNING NL;ANNIVERSAIRE;TVA 17% (ii);;17.000000;50.000000;1.000000;3.610000;COLIS;PIECE;PIECE;661;BIDVEST
11916;16BDY F.INSCRIP FR;ANNIVERSAIRE;TVA 17% (ii);;17.000000;100.000000;1.000000;3.860000;COLIS;PIECE;PIECE;662;BIDVEST
11917;16BDY F.INSCRIP NL;ANNIVERSAIRE;TVA 17% (ii);;17.000000;100.000000;1.000000;3.860000;COLIS;PIECE;PIECE;663;BIDVEST
11832;16BDY START KIT FR;ANNIVERSAIRE;TVA 17% (ii);;17.000000;1.000000;1.000000;0.000000;COLIS;PIECE;PIECE;21;BIDVEST
11833;16BDY PLACEMAT V1 FR;ANNIVERSAIRE;TVA 17% (ii);;17.000000;1000.000000;1.000000;13.200000;COLIS;PIECE;PIECE;356;BIDVEST
11834;16BDY PLACEMAT V1 NL;ANNIVERSAIRE;TVA 17% (ii);;17.000000;1000.000000;1.000000;13.200000;COLIS;PIECE;PIECE;365;BIDVEST
11835;16BDY INVIT HEROS FR;ANNIVERSAIRE;TVA 17% (ii);;17.000000;10.000000;1.000000;0.640000;COLIS;PIECE;PIECE;613;BIDVEST
11836;16BDY INVIT SAFARI FR;ANNIVERSAIRE;TVA 17% (ii);;17.000000;10.000000;1.000000;0.640000;COLIS;PIECE;PIECE;615;BIDVEST
11837;16BDY MASQ HEROS;ANNIVERSAIRE;TVA 17% (ii);;17.000000;2.000000;7.000000;2.970000;COLIS;SACHET;PIECE;1615;BIDVEST
11756;TEST ANV ST MASQ SAF;ANNIVERSAIRE;TVA 17% (ii);;17.000000;16.000000;1.000000;2.130000;COLIS;PIECE;PIECE;11;BIDVEST
11757;TEST ANV MASQ SAF;ANNIVERSAIRE;TVA 17% (ii);;17.000000;15.000000;1.000000;2.970000;COLIS;PIECE;PIECE;1368;BIDVEST
11758;TEST ANV ST MASQ HER;ANNIVERSAIRE;TVA 17% (ii);;17.000000;16.000000;1.000000;2.130000;COLIS;PIECE;PIECE;1443;BIDVEST
11783;GADG.MINI TOUPIE;ANNIVERSAIRE;TVA 17% (ii);;17.000000;100.000000;1.000000;10.070000;COLIS;PIECE;PIECE;50;BIDVEST
11784;GADG.BALLE REBOND;ANNIVERSAIRE;TVA 17% (ii);;17.000000;100.000000;1.000000;13.140000;COLIS;PIECE;PIECE;51;BIDVEST
11829;GADG.FLYING QCKOS;ANNIVERSAIRE;TVA 17% (ii);;17.000000;100.000000;1.000000;12.320000;COLIS;PIECE;PIECE;52;BIDVEST
11480;KDO GUITARE QUICKOS;ANNIVERSAIRE;TVA 17% (ii);;17.000000;3.000000;1.000000;14.930000;COLIS;PIECE;PIECE;762;BIDVEST
11558;KDO PLAYMO PANDAS;ANNIVERSAIRE;TVA 17% (ii);;17.000000;4.000000;1.000000;40.720000;COLIS;PIECE;PIECE;1013;BIDVEST
11625;KDO PLAYMO GORILLES;ANNIVERSAIRE;TVA 17% (ii);;17.000000;4.000000;1.000000;45.620000;COLIS;PIECE;PIECE;1288;BIDVEST
11648;BAL METAL QUICKOS;ANNIVERSAIRE;TVA 17% (ii);;17.000000;5.000000;500.000000;104.910000;COLIS;SACHET;PIECE;1351;BIDVEST
11749;TEST ANV MASQ HEROS;ANNIVERSAIRE;TVA 17% (ii);;17.000000;15.000000;1.000000;2.970000;COLIS;PIECE;PIECE;1369;BIDVEST
11755;TEST ANV HOUSSE PARA;ANNIVERSAIRE;TVA 17% (ii);;17.000000;1.000000;1.000000;0.010000;PIECE;PIECE;PIECE;1461;BIDVEST
11840;16BDY LEAFL REVIS FR;ANNIVERSAIRE;TVA 17% (ii);;17.000000;125.000000;1.000000;4.160000;COLIS;PIECE;PIECE;621;BIDVEST
11839;16BDY POCK P SAF FR;ANNIVERSAIRE;TVA 17% (ii);;17.000000;10.000000;1.000000;4.980000;COLIS;PIECE;PIECE;619;BIDVEST
